codigo_oferta;codigo_curso;nome_curso;grau_curso;turno_curso;numero_vagas;nome_campus;cidade_campus;uf_campus;nome_ies;sigla_ies;min_ciencias_natureza;peso_ciencias_natureza;min_ciencias_humanas;peso_ciencias_humanas;min_linguagens;peso_linguagens;min_matematica;peso_matematica;min_redacao;peso_redacao;media_minima
162887;1513995;CIÊNCIAS SOCIAIS;Licenciatura;Noturno;40;CAMPUS REALENGO II;Rio de Janeiro;RJ;COLÉGIO PEDRO II;;.01;1.00;.01;3.00;.01;2.00;.01;1.00;.01;2.00;.01
162886;1513993;FILOSOFIA;Licenciatura;Noturno;40;CAMPUS REALENGO II;Rio de Janeiro;RJ;COLÉGIO PEDRO II;;.01;1.00;.01;3.00;.01;2.00;.01;1.00;.01;2.00;.01
162889;1513994;GEOGRAFIA;Licenciatura;Noturno;40;CAMPUS REALENGO II;Rio de Janeiro;RJ;COLÉGIO PEDRO II;;.01;1.00;.01;3.00;.01;2.00;.01;1.00;.01;2.00;.01
162888;1513990;HISTÓRIA;Licenciatura;Noturno;40;CAMPUS REALENGO II;Rio de Janeiro;RJ;COLÉGIO PEDRO II;;.01;1.00;.01;3.00;.01;2.00;.01;1.00;.01;2.00;.01
176142;18864;ADMINISTRAÇÃO;Bacharelado;Integral;50;CEFET/RJ - UNIDADE MARACANÃ;Rio de Janeiro;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;2.00;444.70;1.00;453.80;1.00;432.40;4.00;300.00;3.00;418.04
176203;1304118;ADMINISTRAÇÃO;Bacharelado;Noturno;35;UNIDADE DESCENTRALIZADA DE VALENÇA;Valença;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;150.00;1.00;200.00;2.00;200.00;2.00;200.00;3.00;250.00;3.00;209.09
176155;1178662;CIÊNCIA DA COMPUTAÇÃO;Bacharelado;Integral;40;CEFET/RJ - UNIDADE MARACANÃ;Rio de Janeiro;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;2.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176209;1363718;ENGENHARIA AMBIENTAL;Bacharelado;Integral;40;CEFET/RJ - UNIDADE MARACANÃ;Rio de Janeiro;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176150;109902;ENGENHARIA CIVIL;Bacharelado;Integral;40;CEFET/RJ - UNIDADE MARACANÃ;Rio de Janeiro;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176201;1272017;ENGENHARIA DE ALIMENTOS;Bacharelado;Integral;25;UNIDADE DESCENTRALIZADA DE VALENÇA;Valença;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;200.00;1.00;100.00;1.00;200.00;2.00;200.00;2.00;200.00;2.00;160.00
176158;1272009;ENGENHARIA DE COMPUTAÇÃO;Bacharelado;Matutino;35;UNIDADE DESCENTRALIZADA DE PETRÓPOLIS;Petrópolis;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176147;80379;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Bacharelado;Integral;40;UNIDADE DESCENTRALIZADA DE NOVA IGUAÇU;Nova Iguaçu;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176148;92879;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Bacharelado;Vespertino;20;CEFET/RJ - UNIDADE MARACANÃ;Rio de Janeiro;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176143;20137;ENGENHARIA DE PRODUÇÃO;Bacharelado;Matutino;50;CEFET/RJ - UNIDADE MARACANÃ;Rio de Janeiro;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176149;92895;ENGENHARIA DE PRODUÇÃO;Bacharelado;Integral;40;UNIDADE DESCENTRALIZADA DE NOVA IGUAÇU;Nova Iguaçu;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176208;1321936;ENGENHARIA DE PRODUÇÃO;Bacharelado;Integral;40;UNIDADE DESCENTRALIZADA DE ITAGUAÍ;Itaguaí;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176146;35568;ENGENHARIA DE TELECOMUNICAÇÕES;Bacharelado;Vespertino;20;CEFET/RJ - UNIDADE MARACANÃ;Rio de Janeiro;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176144;29496;ENGENHARIA ELÉTRICA;Bacharelado;Vespertino;20;CEFET/RJ - UNIDADE MARACANÃ;Rio de Janeiro;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.30;4.00;300.00;3.00;418.04
176205;1305224;ENGENHARIA ELÉTRICA;Bacharelado;Integral;40;UNED NOVA FRIBURGO;Nova Friburgo;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176207;1305326;ENGENHARIA ELÉTRICA;Bacharelado;Integral;25;UNIDADE DESCENTRALIZADA DE ANGRA DOS REIS;Angra dos Reis;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176145;33021;ENGENHARIA ELETRÔNICA;Bacharelado;Vespertino;20;CEFET/RJ - UNIDADE MARACANÃ;Rio de Janeiro;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176141;14590;ENGENHARIA MECÂNICA;Bacharelado;Matutino;50;CEFET/RJ - UNIDADE MARACANÃ;Rio de Janeiro;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176154;1126906;ENGENHARIA MECÂNICA;Bacharelado;Noturno;40;UNIDADE DESCENTRALIZADA DE ITAGUAÍ;Itaguaí;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176200;1272016;ENGENHARIA MECÂNICA;Bacharelado;Integral;40;UNIDADE DESCENTRALIZADA DE NOVA IGUAÇU;Nova Iguaçu;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176202;1272018;ENGENHARIA MECÂNICA;Bacharelado;Integral;35;UNIDADE DESCENTRALIZADA DE ANGRA DOS REIS;Angra dos Reis;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176206;1305269;ENGENHARIA METALÚRGICA;Bacharelado;Integral;25;UNIDADE DESCENTRALIZADA DE ANGRA DOS REIS;Angra dos Reis;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176151;119126;FÍSICA;Licenciatura;Integral;40;UNIDADE DESCENTRALIZADA DE NOVA FRIBURGO;Nova Friburgo;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;2.00;444.70;1.00;453.80;1.00;438.40;2.00;300.00;2.00;418.04
176153;119138;FÍSICA;Licenciatura;Noturno;40;UNIDADE DESCENTRALIZADA DE PETRÓPOLIS;Petrópolis;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;2.00;444.70;1.00;453.80;1.00;438.40;2.00;300.00;2.00;418.04
176212;1442715;FÍSICA;Bacharelado;Integral;20;CEFET/RJ - UNIDADE MARACANÃ;Rio de Janeiro;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;450.00;2.00;400.00;1.00;400.00;1.00;4.50;2.00;300.00;2.00;400.00
176152;119130;GESTÃO DE TURISMO;Tecnológico;Noturno;40;UNIDADE DESCENTRALIZADA DE NOVA FRIBURGO;Nova Friburgo;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;300.00;1.00;400.00;2.00;300.00;3.00;300.00;1.00;400.00;3.00;340.00
176157;1265249;LÍNGUAS ESTRANGEIRAS APLICADAS ÀS NEGOCIAÇÕES INTERNACIONAIS;Bacharelado;Integral;40;CEFET/RJ - UNIDADE MARACANÃ;Rio de Janeiro;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;300.00;1.00;500.00;3.00;500.00;4.00;300.00;1.00;400.00;3.00;420.00
176213;1453816;MATEMÁTICA;Licenciatura;Integral;30;UNIDADE DESCENTRALIZADA DE PETRÓPOLIS;Petrópolis;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;4.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176199;1272012;SISTEMAS DE INFORMAÇÃO;Bacharelado;Noturno;40;UNED NOVA FRIBURGO;Nova Friburgo;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;2.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;1.00;418.04
176211;1441998;SISTEMAS DE INFORMAÇÃO;Bacharelado;Noturno;30;CEFET-RJ - MARIA DA GRAÇA;Rio de Janeiro;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;453.30;2.00;444.70;1.00;453.80;1.00;438.40;4.00;300.00;3.00;418.04
176204;1304510;TURISMO;Bacharelado;Noturno;40;UNIDADE DESCENTRALIZADA DE PETRÓPOLIS;Petrópolis;RJ;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;300.00;1.00;400.00;4.00;400.00;3.00;300.00;1.00;400.00;3.00;380.00
180660;2137;ESTATÍSTICA;Bacharelado;Matutino;0;UNIDADE SEDE;Rio de Janeiro;RJ;ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS;ENCE;1.00;1.00;1.00;1.00;1.00;1.00;1.00;3.00;1.00;1.00;.01
180661;2137;ESTATÍSTICA;Bacharelado;Noturno;60;UNIDADE SEDE;Rio de Janeiro;RJ;ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS;ENCE;1.00;1.00;1.00;1.00;1.00;1.00;1.00;3.00;1.00;1.00;.01
167641;123083;ENFERMAGEM;Bacharelado;Integral;80;CURSO GRADUAÇÃO DE ENFERMAGEM;Brasília;DF;ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE;ESCS;300.00;4.00;300.00;2.00;300.00;4.00;300.00;3.00;350.00;2.00;500.00
167640;58412;MEDICINA;Bacharelado;Integral;80;BRASÍLIA-ASA NORTE;Brasília;DF;ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE;ESCS;300.00;4.00;300.00;2.00;300.00;4.00;300.00;3.00;350.00;2.00;500.00
162805;1028;ADMINISTRAÇÃO;Bacharelado;Noturno;100;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;1.00;120.00;2.00;120.00;3.00;200.00;3.00;.01
162876;1458140;ADMINISTRAÇÃO;Bacharelado;Noturno;50;CAMPUS SANTO ANTONIO DA PATRULHA;Santo Antônio da Patrulha;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;1.00;120.00;2.00;120.00;3.00;200.00;3.00;.01
162867;1270330;AGROECOLOGIA;Bacharelado;Integral;40;CAMPUS SÃO LOURENÇO DO SUL;São Lourenço do Sul;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;2.00;120.00;2.00;120.00;1.00;200.00;3.00;.01
162844;112626;ARQUEOLOGIA;Bacharelado;Integral;40;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;3.00;120.00;2.00;120.00;1.00;200.00;3.00;.01
162843;112624;ARQUIVOLOGIA;Bacharelado;Noturno;40;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;2.00;120.00;3.00;120.00;1.00;200.00;3.00;.01
162818;1044;ARTES VISUAIS;Licenciatura;Integral;25;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;2.00;120.00;3.00;120.00;1.00;200.00;3.00;.01
162859;1157106;ARTES VISUAIS;Bacharelado;Integral;25;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;2.00;120.00;3.00;120.00;1.00;200.00;3.00;.01
162816;1042;BIBLIOTECONOMIA;Bacharelado;Matutino;40;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;2.00;120.00;3.00;120.00;1.00;200.00;3.00;.01
162832;74364;CIÊNCIAS BIOLÓGICAS;Bacharelado;Integral;40;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;3.00;120.00;1.00;120.00;2.00;120.00;1.00;200.00;3.00;.01
162833;74366;CIÊNCIAS BIOLÓGICAS;Licenciatura;Integral;40;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;3.00;120.00;1.00;120.00;2.00;120.00;1.00;200.00;3.00;.01
162815;1041;CIÊNCIAS CONTÁBEIS;Bacharelado;Noturno;100;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;1.00;120.00;2.00;120.00;3.00;200.00;3.00;.01
162804;1027;CIÊNCIAS ECONÔMICAS;Bacharelado;Noturno;100;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;2.00;120.00;1.00;120.00;3.00;200.00;3.00;.01
162871;1270369;CIÊNCIAS EXATAS;Licenciatura;Integral;60;CAMPUS SANTO ANTONIO DA PATRULHA;Santo Antônio da Patrulha;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;3.00;120.00;1.00;120.00;1.00;120.00;3.00;200.00;2.00;.01
162872;1304826;COMÉRCIO EXTERIOR;Bacharelado;Noturno;45;CAMPUS SANTA VITÓRIA DO PALMAR;Santa Vitória do Palmar;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;2.00;120.00;2.00;120.00;2.00;200.00;3.00;.01
162826;20942;DIREITO;Bacharelado;Matutino;55;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;3.00;120.00;2.00;120.00;1.00;200.00;3.00;.01
162827;20942;DIREITO;Bacharelado;Noturno;55;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;3.00;120.00;2.00;120.00;1.00;200.00;3.00;.01
162868;1270331;EDUCAÇÃO DO CAMPO;Licenciatura;Integral;10;CAMPUS SÃO LOURENÇO DO SUL;São Lourenço do Sul;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;2.00;120.00;2.00;120.00;1.00;200.00;3.00;.01
162834;99501;EDUCAÇÃO FÍSICA;Licenciatura;Noturno;30;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;2.00;120.00;2.00;120.00;1.00;200.00;3.00;.01
162817;1043;ENFERMAGEM;Bacharelado;Integral;30;CAMPUS DA SAÚDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;2.00;120.00;2.00;120.00;1.00;200.00;3.00;.01
162847;116030;ENGENHARIA AGROINDUSTRIAL AGROQUÍMICA;Bacharelado;Integral;50;CAMPUS SANTO ANTONIO DA PATRULHA;Santo Antônio da Patrulha;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;3.00;120.00;1.00;120.00;1.00;120.00;3.00;200.00;2.00;.01
162846;115992;ENGENHARIA AGROINDUSTRIAL INDÚSTRIAS ALIMENTÍCIAS;Bacharelado;Integral;50;CAMPUS SANTO ANTONIO DA PATRULHA;Santo Antônio da Patrulha;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;1.00;120.00;2.00;120.00;2.00;200.00;3.00;.01
162855;1103535;ENGENHARIA BIOQUÍMICA;Bacharelado;Integral;50;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;3.00;120.00;1.00;120.00;1.00;120.00;3.00;200.00;2.00;.01
162812;1038;ENGENHARIA CIVIL;Bacharelado;Integral;75;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;1.00;120.00;2.00;120.00;3.00;200.00;2.00;.01
162856;1103537;ENGENHARIA CIVIL COSTEIRA E PORTUÁRIA;Bacharelado;Integral;25;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;1.00;120.00;2.00;120.00;3.00;200.00;2.00;.01
162830;21855;ENGENHARIA CIVIL EMPRESARIAL;Bacharelado;Noturno;50;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;1.00;120.00;2.00;120.00;3.00;200.00;2.00;.01
162819;1045;ENGENHARIA DE ALIMENTOS;Bacharelado;Integral;50;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;1.00;120.00;1.00;120.00;3.00;200.00;3.00;.01
162848;116032;ENGENHARIA DE AUTOMAÇÃO;Bacharelado;Integral;40;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;1.00;120.00;1.00;120.00;3.00;200.00;3.00;.01
162821;1051;ENGENHARIA DE COMPUTAÇÃO;Bacharelado;Integral;50;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;1.00;120.00;2.00;120.00;3.00;200.00;2.00;.01
162877;1458141;ENGENHARIA DE PRODUÇÃO;Bacharelado;Integral;50;CAMPUS SANTO ANTONIO DA PATRULHA;Santo Antônio da Patrulha;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;1.00;120.00;2.00;120.00;3.00;200.00;2.00;.01
162813;1039;ENGENHARIA MECÂNICA;Bacharelado;Integral;75;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;1.00;120.00;2.00;120.00;3.00;200.00;2.00;.01
162831;21856;ENGENHARIA MECÂNICA EMPRESARIAL;Bacharelado;Noturno;50;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;1.00;120.00;2.00;120.00;3.00;200.00;2.00;.01
162857;1103539;ENGENHARIA MECÂNICA NAVAL;Bacharelado;Integral;25;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;1.00;120.00;2.00;120.00;3.00;200.00;2.00;.01
162814;1040;ENGENHARIA QUÍMICA;Bacharelado;Integral;50;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;1.00;120.00;2.00;120.00;3.00;200.00;2.00;.01
162870;1270338;EVENTOS;Tecnológico;Noturno;45;CAMPUS SANTA VITÓRIA DO PALMAR;Santa Vitória do Palmar;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;3.00;120.00;2.00;120.00;1.00;200.00;3.00;.01
162824;18390;FÍSICA;Licenciatura;Integral;40;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;3.00;120.00;1.00;120.00;1.00;120.00;3.00;200.00;2.00;.01
162851;318390;FÍSICA;Bacharelado;Integral;40;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;3.00;120.00;1.00;120.00;1.00;120.00;3.00;200.00;2.00;.01
162807;1033;GEOGRAFIA;Bacharelado;Noturno;30;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;3.00;120.00;1.00;120.00;2.00;200.00;2.00;.01
162828;20943;GEOGRAFIA;Licenciatura;Noturno;30;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;3.00;120.00;1.00;120.00;2.00;200.00;2.00;.01
162853;1103532;GESTÃO AMBIENTAL;Tecnológico;Integral;30;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;3.00;120.00;2.00;120.00;1.00;120.00;1.00;200.00;3.00;.01
162854;1103533;GESTÃO AMBIENTAL;Tecnológico;Integral;30;CAMPUS SÃO LOURENÇO DO SUL;São Lourenço do Sul;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;3.00;120.00;2.00;120.00;1.00;120.00;1.00;200.00;3.00;.01
162875;1331057;GESTÃO DE COOPERATIVAS;Tecnológico;Noturno;45;CAMPUS SÃO LOURENÇO DO SUL;São Lourenço do Sul;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;3.00;120.00;2.00;120.00;1.00;200.00;3.00;.01
162808;1034;HISTÓRIA;Licenciatura;Vespertino;32;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;3.00;120.00;2.00;120.00;1.00;200.00;3.00;.01
162829;20944;HISTÓRIA;Bacharelado;Vespertino;35;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;3.00;120.00;2.00;120.00;1.00;200.00;3.00;.01
162869;1270334;HOTELARIA;Bacharelado;Noturno;45;CAMPUS SANTA VITÓRIA DO PALMAR;Santa Vitória do Palmar;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;3.00;120.00;2.00;120.00;1.00;200.00;3.00;.01
162810;1036;LETRAS - LÍNGUA PORTUGUESA;Licenciatura;Noturno;50;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;2.00;120.00;3.00;120.00;1.00;200.00;3.00;.01
162878;1515681;LETRAS - PORTUGUÊS;Licenciatura;Noturno;40;CAMPUS SÃO LOURENÇO DO SUL;São Lourenço do Sul;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;2.00;120.00;3.00;120.00;1.00;200.00;3.00;.01
162822;1052;LETRAS - PORTUGUÊS E ESPANHOL;Licenciatura;Matutino;25;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;2.00;120.00;3.00;120.00;1.00;200.00;3.00;.01
162823;1052;LETRAS - PORTUGUÊS E ESPANHOL;Licenciatura;Noturno;25;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;2.00;120.00;3.00;120.00;1.00;200.00;3.00;.01
162811;1037;LETRAS - PORTUGUÊS E FRANCÊS;Licenciatura;Noturno;25;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;2.00;120.00;3.00;120.00;1.00;200.00;3.00;.01
162820;1046;LETRAS - PORTUGUÊS E INGLÊS;Licenciatura;Matutino;25;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;1.00;120.00;2.00;120.00;3.00;120.00;1.00;200.00;3.00;.01
162809;1035;MATEMÁTICA;Licenciatura;Noturno;40;CAMPUS CARREIROS - SEDE;Rio Grande;RS;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;120.00;2.00;120.00;1.00;120.00;1.00;120.00;3.00;200.00;3.00;.01
