codigo_oferta;codigo_curso;nome_curso;grau_curso;turno_curso;numero_vagas;nome_campus;cidade_campus;uf_campus;nome_ies;sigla_ies;min_ciencias_natureza;peso_ciencias_natureza;min_ciencias_humanas;peso_ciencias_humanas;min_linguagens;peso_linguagens;min_matematica;peso_matematica;min_redacao;peso_redacao;media_minima
177847;1382551;ENGENHARIA AMBIENTAL;Bacharelado;Integral;40;CAMPUS IBATIBA;Ibatiba;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;3.00;.00;1.00;.00;1.00;.00;3.00;.01;2.00;.01
177852;1457329;ENGENHARIA CIVIL;Bacharelado;Integral;40;CAMPUS NOVA VENÉCIA;Nova Venécia;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;2.00;.00;1.00;.00;1.00;.00;4.00;.01;2.00;.01
177857;1515614;ENGENHARIA CIVIL;Bacharelado;Integral;40;CAMPUS VITÓRIA;Vitória;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;2.00;.00;1.00;.00;1.00;.00;4.00;.01;2.00;.01
177758;102499;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Bacharelado;Noturno;36;CAMPUS SERRA;Serra;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;3.00;.00;1.00;.00;4.00;.00;5.00;.01;2.00;.01
177842;1349075;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Bacharelado;Integral;36;CAMPUS LINHARES;Linhares;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;2.00;.00;1.00;.00;2.00;.00;5.00;.01;1.00;.01
177808;1181820;ENGENHARIA DE PESCA;Bacharelado;Integral;40;CAMPUS PIÚMA;Piúma;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;3.00;.00;1.00;.00;1.00;.00;2.00;.01;1.00;.01
177760;121880;ENGENHARIA DE PRODUÇÃO;Bacharelado;Integral;40;CAMPUS CARIACICA;Cariacica;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;3.00;.00;1.00;.00;3.00;.00;5.00;.01;1.00;.01
177740;88399;ENGENHARIA ELÉTRICA;Bacharelado;Integral;32;CAMPUS VITÓRIA;Vitória;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;2.00;.00;1.00;.00;1.00;.00;4.00;.01;2.00;.01
177779;123569;ENGENHARIA MECÂNICA;Bacharelado;Integral;40;CAMPUS SÃO MATEUS;São Mateus;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;1.00;.00;1.00;.00;1.00;.00;2.00;.01;2.00;.01
177806;1181815;ENGENHARIA MECÂNICA;Bacharelado;Integral;32;CAMPUS CACHOEIRO DE ITAPEMIRIM;Cachoeiro de Itapemirim;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;3.00;.00;1.00;.00;2.00;.00;4.00;.01;2.00;.01
177815;1319229;ENGENHARIA MECÂNICA;Bacharelado;Integral;40;CAMPUS ARACRUZ;Aracruz;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;2.00;.00;1.00;.00;1.00;.00;4.00;.01;2.00;.01
177840;1341020;ENGENHARIA MECÂNICA;Bacharelado;Integral;40;CAMPUS VITÓRIA;Vitória;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;2.00;.00;1.00;.00;1.00;.00;4.00;.01;2.00;.01
177739;88396;ENGENHARIA METALÚRGICA;Bacharelado;Integral;32;CAMPUS VITÓRIA;Vitória;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;2.00;.00;1.00;.00;2.00;.00;4.00;.01;2.00;.01
177761;121884;ENGENHARIA SANITARIA E AMBIENTAL;Bacharelado;Integral;32;CAMPUS VITÓRIA;Vitória;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;3.00;.00;1.00;.00;1.00;.00;4.00;.01;3.00;.01
177790;1127924;FÍSICA;Licenciatura;Integral;40;CAMPUS CARIACICA;Cariacica;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;3.00;.00;1.00;.00;3.00;.00;5.00;.01;1.00;.01
177814;1308687;GEOGRAFIA;Licenciatura;Noturno;40;CAMPUS NOVA VENÉCIA;Nova Venécia;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;2.00;.00;4.00;.00;2.00;.00;1.00;.01;3.00;.01
177792;1127926;LETRAS - LÍNGUA PORTUGUESA;Licenciatura;Noturno;40;CAMPUS VITÓRIA;Vitória;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;1.00;.00;2.00;.00;3.00;.00;1.00;.01;5.00;.01
177844;1365444;LETRAS - LÍNGUA PORTUGUESA;Licenciatura;Noturno;40;CAMPUS VENDA NOVA DO IMIGRANTE;Venda Nova do Imigrante;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;1.00;.00;2.00;.00;3.00;.00;1.00;.01;3.00;.01
177759;108730;MATEMÁTICA;Licenciatura;Noturno;32;CAMPUS VITÓRIA;Vitória;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;1.00;.00;1.00;.00;1.00;.00;3.00;.01;2.00;.01
177781;1103657;MATEMÁTICA;Licenciatura;Noturno;40;CAMPUS CACHOEIRO DE ITAPEMIRIM;Cachoeiro de Itapemirim;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;1.00;.00;1.00;.00;1.00;.00;2.00;.01;1.00;.01
177816;1319230;PEDAGOGIA;Licenciatura;Noturno;40;CAMPUS ITAPINA;Colatina;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;1.00;.00;3.00;.00;2.00;.00;1.00;.01;3.00;.01
177850;1457327;PEDAGOGIA;Licenciatura;Integral;40;CAMPUS VILA VELHA;Vila Velha;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;2.00;.00;3.00;.00;3.00;.00;2.00;.01;3.00;.01
177787;1117076;QUÍMICA;Licenciatura;Noturno;40;CAMPUS ARACRUZ;Aracruz;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;3.00;.00;1.00;.00;1.00;.00;3.00;.01;2.00;.01
177793;1127927;QUÍMICA;Licenciatura;Integral;40;CAMPUS VILA VELHA;Vila Velha;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;3.00;.00;1.00;.00;2.00;.00;3.00;.01;3.00;.01
177841;1342675;QUÍMICA INDUSTRIAL;Bacharelado;Integral;0;CAMPUS VILA VELHA;Vila Velha;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;3.00;.00;1.00;.00;2.00;.00;3.00;.01;3.00;.01
177843;1349076;QUÍMICA INDUSTRIAL;Bacharelado;Integral;40;CAMPUS ARACRUZ;Aracruz;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;3.00;.00;1.00;.00;1.00;.00;3.00;.01;2.00;.01
177762;122845;SISTEMAS DE INFORMAÇÃO;Bacharelado;Integral;40;CAMPUS SERRA;Serra;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;2.00;.00;1.00;.00;4.00;.00;5.00;.01;3.00;.01
177791;1127925;SISTEMAS DE INFORMAÇÃO;Bacharelado;Integral;32;CAMPUS COLATINA;Colatina;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;1.00;.00;1.00;.00;1.00;.00;3.00;.01;2.00;.01
177811;1270538;SISTEMAS DE INFORMAÇÃO;Bacharelado;Integral;40;CAMPUS CACHOEIRO DE ITAPEMIRIM;Cachoeiro de Itapemirim;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;2.00;.00;1.00;.00;1.00;.00;5.00;.01;3.00;.01
177856;1488260;ZOOTECNIA;Bacharelado;Integral;40;CAMPUS ITAPINA;Colatina;ES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;.00;3.00;.00;1.00;.00;1.00;.00;2.00;.01;2.00;.01
153144;1457236;AGRONOMIA;Bacharelado;Vespertino;2;IFG CÂMPUS CIDADE DE GOIÁS;Goiás;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153167;83436;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Tecnológico;Noturno;6;IFG CÂMPUS JATAÍ;Jataí;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153172;1270621;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Tecnológico;Matutino;4;IFG CÂMPUS FORMOSA;Formosa;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153186;1299197;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Tecnológico;Noturno;6;IFG CÂMPUS URUAÇU;Uruaçu;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153189;1314353;ARTES VISUAIS;Licenciatura;Noturno;6;IFG CÂMPUS CIDADE DE GOIÁS;Goiás;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153160;1341371;CIÊNCIA DA COMPUTAÇÃO;Bacharelado;Matutino;30;IFG CÂMPUS ANÁPOLIS;Anápolis;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153142;1457237;CIÊNCIAS BIOLÓGICAS;Licenciatura;Noturno;4;IFG CÂMPUS ÁGUAS LINDAS DE GOIÁS;Águas Lindas de Goiás;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153166;1128547;CIÊNCIAS BIOLÓGICAS;Licenciatura;Noturno;4;IFG CÂMPUS FORMOSA;Formosa;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153181;1191222;CIÊNCIAS SOCIAIS;Licenciatura;Noturno;6;IFG CÂMPUS ANÁPOLIS;Anápolis;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153170;1315427;CINEMA E AUDIOVISUAL;Bacharelado;Matutino;4;IFG CÂMPUS CIDADE DE GOIÁS;Goiás;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153182;1262438;DANÇA;Licenciatura;Noturno;18;IFG CÂMPUS APARECIDA DE GOIÂNIA;Aparecida de Goiânia;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153162;1191208;ENGENHARIA AMBIENTAL E SANITÁRIA;Bacharelado;Matutino;14;IFG CÂMPUS GOIÂNIA;Goiânia;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153152;1310878;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Bacharelado;Matutino;6;IFG CÂMPUS GOIÂNIA;Goiânia;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153140;1191223;ENGENHARIA CIVIL;Bacharelado;Noturno;4;IFG CÂMPUS FORMOSA;Formosa;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153154;1191209;ENGENHARIA CIVIL;Bacharelado;Noturno;6;IFG CÂMPUS GOIÂNIA;Goiânia;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153159;1191220;ENGENHARIA CIVIL;Bacharelado;Noturno;6;IFG CÂMPUS JATAÍ;Jataí;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153165;1191573;ENGENHARIA CIVIL;Bacharelado;Noturno;6;IFG CÂMPUS APARECIDA DE GOIÂNIA;Aparecida de Goiânia;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153168;1167990;ENGENHARIA CIVIL;Bacharelado;Vespertino;6;IFG CÂMPUS URUAÇU;Uruaçu;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153149;1279381;ENGENHARIA CIVIL DA MOBILIDADE;Bacharelado;Matutino;30;IFG CÂMPUS ANÁPOLIS;Anápolis;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153184;1310880;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Bacharelado;Vespertino;6;IFG CÂMPUS ITUMBIARA;Itumbiara;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153187;1457504;ENGENHARIA DE PRODUÇÃO;Bacharelado;Vespertino;6;IFG CÂMPUS SENADOR CANEDO;Senador Canedo;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153164;1270618;ENGENHARIA DE TRANSPORTES;Bacharelado;Matutino;6;IFG CÂMPUS GOIÂNIA;Goiânia;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153169;107430;ENGENHARIA ELÉTRICA;Bacharelado;Matutino;6;IFG CÂMPUS JATAÍ;Jataí;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153174;1457238;ENGENHARIA ELÉTRICA;Bacharelado;Noturno;12;IFG CÂMPUS VALPARAÍSO DE GOIÁS;Valparaíso de Goiás;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153175;1128389;ENGENHARIA ELÉTRICA;Bacharelado;Vespertino;6;IFG CÂMPUS ITUMBIARA;Itumbiara;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153188;70460;FÍSICA;Licenciatura;Noturno;20;IFG CÂMPUS JATAÍ;Jataí;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153155;1128551;LOGÍSTICA;Tecnológico;Noturno;10;IFG CÂMPUS ANÁPOLIS;Anápolis;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153143;1321332;MATEMÁTICA;Licenciatura;Noturno;12;IFG CÂMPUS VALPARAÍSO DE GOIÁS;Valparaíso de Goiás;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153145;121135;QUÍMICA;Licenciatura;Noturno;6;IFG CÂMPUS ITUMBIARA;Itumbiara;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153153;1128549;QUÍMICA;Licenciatura;Noturno;10;IFG CÂMPUS ANÁPOLIS;Anápolis;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
153148;1191218;TURISMO;Bacharelado;Noturno;10;IFG CÂMPUS GOIÂNIA;Goiânia;GO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;300.00;1.00;1.00
189833;1103311;ADMINISTRAÇÃO;Bacharelado;Noturno;40;CAMPUS SANTA INES;Santa Inês;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189859;1188421;ADMINISTRAÇÃO;Bacharelado;Noturno;40;CAMPUS SÃO JOÃO DOS PATOS;São João dos Patos;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189845;1128957;AGRONOMIA;Bacharelado;Integral;40;CAMPUS CODÓ;Codó;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189867;1327322;AGRONOMIA;Bacharelado;Integral;40;CAMPUS SÃO LUÍS-MARACANÃ;São Luís;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189876;1419566;AGRONOMIA;Bacharelado;Integral;40;CAMPUS SÃO RAIMUNDO DAS MANGABEIRAS;São Raimundo das Mangabeiras;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189830;1103303;ALIMENTOS;Tecnológico;Vespertino;40;CAMPUS SÃO LUÍS-MARACANÃ;São Luís;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189837;1103316;ALIMENTOS;Tecnológico;Noturno;40;CAMPUS ZE DOCA;Zé Doca;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189846;1128962;ALIMENTOS;Tecnológico;Integral;40;CAMPUS CODÓ;Codó;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189807;62674;BIOLOGIA;Licenciatura;Noturno;40;CAMPUS SÃO LUÍS-MONTE CASTELO;São Luís;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189849;1166783;CIÊNCIA DA COMPUTAÇÃO;Bacharelado;Integral;40;CAMPUS IMPERATRIZ;Imperatriz;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189865;1269545;CIÊNCIA DA COMPUTAÇÃO;Bacharelado;Integral;40;CAMPUS CAXIAS;Caxias;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189831;1103304;CIÊNCIAS AGRÁRIAS;Licenciatura;Integral;40;CAMPUS CODÓ;Codó;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189844;1103956;CIÊNCIAS AGRÁRIAS;Licenciatura;Matutino;40;CAMPUS SÃO LUÍS-MARACANÃ;São Luís;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189850;1168361;CIÊNCIAS BIOLÓGICAS;Licenciatura;Noturno;40;CAMPUS TIMON;Timon;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189853;1168583;CIÊNCIAS BIOLÓGICAS;Licenciatura;Noturno;40;CAMPUS SÃO RAIMUNDO DAS MANGABEIRAS;São Raimundo das Mangabeiras;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189866;1304669;CIÊNCIAS BIOLÓGICAS;Licenciatura;Integral;40;CAMPUS CODÓ;Codó;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189887;1515610;CIÊNCIAS BIOLÓGICAS;Licenciatura;Noturno;40;CAMPUS ACAILANDIA;Açailândia;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189834;1103312;CONSTRUÇÃO DE EDIFÍCIOS;Tecnológico;Noturno;40;CAMPUS SANTA INES;Santa Inês;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189811;113918;ENGENHARIA CIVIL;Bacharelado;Integral;40;CAMPUS SÃO LUÍS-MONTE CASTELO;São Luís;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189880;1457299;ENGENHARIA DE COMPUTAÇÃO;Bacharelado;Integral;40;CAMPUS SANTA INES;Santa Inês;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189804;18367;ENGENHARIA INDUSTRIAL ELÉTRICA;Bacharelado;Integral;20;CAMPUS SÃO LUÍS-MONTE CASTELO;São Luís;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
189805;18368;ENGENHARIA INDUSTRIAL MECÂNICA;Bacharelado;Integral;20;CAMPUS SÃO LUÍS-MONTE CASTELO;São Luís;MA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;.00;1.00;.00;1.00;.00;1.00;.00;1.00;.01;1.00;.01
